effect,param,ui_value,payload_hex
noise_gate,hysteresis,15.0000,ac5cd567
noise_gate,hysteresis,16.0000,e01c3667
noise_gate,hysteresis,17.0000,14dd9666
noise_gate,hysteresis,18.0000,499df765
noise_gate,hysteresis,19.0000,7d5d5865
noise_gate,hysteresis,20.0000,b21db964
noise_gate,hysteresis,21.0000,e6dd1964
noise_gate,hysteresis,22.0000,1b9e7a63
noise_gate,hysteresis,23.0000,4f5edb62
noise_gate,hysteresis,24.0000,831e3c62
noise_gate,hysteresis,25.0000,b8de9c61
noise_gate,hysteresis,26.0000,ec9efd60
noise_gate,hysteresis,27.0000,215f5e60
noise_gate,hysteresis,28.0000,551fbf5f
noise_gate,hysteresis,29.0000,8adf1f5f
noise_gate,hysteresis,30.0000,be9f805e
noise_gate,hysteresis,31.0000,f25fe15d
noise_gate,hysteresis,32.0000,2720425d
noise_gate,hysteresis,33.0000,5be0a25c
noise_gate,hysteresis,34.0000,90a0035c
noise_gate,hysteresis,35.0000,c460645b
noise_gate,hysteresis,36.0000,f920c55a
noise_gate,hysteresis,37.0000,2de1255a
noise_gate,hysteresis,38.0000,61a18659
noise_gate,hysteresis,39.0000,9661e758
noise_gate,hysteresis,40.0000,ca214858
noise_gate,hysteresis,41.0000,ffe1a857
noise_gate,hysteresis,42.0000,33a20957
noise_gate,hysteresis,43.0000,68626a56
noise_gate,hysteresis,44.0000,9c22cb55
noise_gate,hysteresis,45.0000,d0e22b55
noise_gate,hysteresis,46.0000,05a38c54
noise_gate,hysteresis,47.0000,3963ed53
noise_gate,hysteresis,48.0000,6e234e53
noise_gate,hysteresis,49.0000,a2e3ae52
noise_gate,hysteresis,50.0000,d7a30f52
noise_gate,hysteresis,51.0000,0b647051
noise_gate,hysteresis,52.0000,3f24d150
noise_gate,hysteresis,53.0000,74e43150
noise_gate,hysteresis,54.0000,a8a4924f
noise_gate,hysteresis,55.0000,dd64f34e
noise_gate,hysteresis,56.0000,1125544e
noise_gate,hysteresis,57.0000,46e5b44d
noise_gate,hysteresis,58.0000,7aa5154d
noise_gate,hysteresis,59.0000,ae65764c
noise_gate,hysteresis,60.0000,e325d74b
noise_gate,hysteresis,61.0000,17e6374b
noise_gate,hysteresis,62.0000,4ca6984a
noise_gate,hysteresis,63.0000,8066f949
noise_gate,hysteresis,64.0000,b5265a49
noise_gate,hysteresis,65.0000,e9e6ba48
noise_gate,hysteresis,66.0000,1da71b48
noise_gate,hysteresis,67.0000,52677c47
noise_gate,hysteresis,68.0000,8627dd46
noise_gate,hysteresis,69.0000,bbe73d46
noise_gate,hysteresis,70.0000,efa79e45
noise_gate,hysteresis,71.0000,2468ff44
noise_gate,hysteresis,72.0000,58286044
noise_gate,hysteresis,73.0000,8ce8c043
noise_gate,hysteresis,74.0000,c1a82143
noise_gate,hysteresis,75.0000,f5688242
noise_gate,hysteresis,76.0000,2a29e341
noise_gate,hysteresis,77.0000,5ee94341
noise_gate,hysteresis,78.0000,93a9a440
noise_gate,hysteresis,79.0000,c7690540
noise_gate,hysteresis,80.0000,fb29663f
noise_gate,hysteresis,81.0000,30eac63e
noise_gate,hysteresis,82.0000,64aa273e
noise_gate,hysteresis,83.0000,996a883d
noise_gate,hysteresis,84.0000,cd2ae93c
noise_gate,hysteresis,85.0000,02eb493c
noise_gate,hysteresis,86.0000,36abaa3b
noise_gate,hysteresis,87.0000,6a6b0b3b
noise_gate,hysteresis,88.0000,9f2b6c3a
noise_gate,hysteresis,89.0000,d3ebcc39
noise_gate,hysteresis,90.0000,08ac2d39
noise_gate,hysteresis,91.0000,3c6c8e38
noise_gate,hysteresis,92.0000,712cef37
noise_gate,hysteresis,93.0000,a5ec4f37
noise_gate,hysteresis,94.0000,d9acb036
noise_gate,hysteresis,95.0000,0e6d1136
noise_gate,hysteresis,96.0000,422d7235
noise_gate,hysteresis,97.0000,77edd234
noise_gate,hysteresis,98.0000,abad3334
noise_gate,hysteresis,99.0000,e06d9433
noise_gate,hysteresis,100.0000,142ef532
aural_exciter,harmonics,0.0000,0000100000
aural_exciter,harmonics,0.5000,0000100001
aural_exciter,harmonics,1.0000,00ee2d0003
aural_exciter,harmonics,1.5000,00dc4b0004
aural_exciter,harmonics,2.0000,00ca690005
aural_exciter,harmonics,2.5000,80bd800006
aural_exciter,harmonics,3.0000,00e0ae0008
aural_exciter,harmonics,3.5000,000fc60009
aural_exciter,harmonics,4.0000,003edd000a
aural_exciter,harmonics,4.5000,00aaf4000b
aural_exciter,harmonics,5.0000,00c023010d
aural_exciter,harmonics,5.5000,006a3b010e
aural_exciter,harmonics,6.0000,001453010f
aural_exciter,harmonics,6.5000,006e820111
aural_exciter,harmonics,7.0000,00c09a0112
aural_exciter,harmonics,7.5000,0012b30113
aural_exciter,harmonics,8.0000,0064cb0114
aural_exciter,harmonics,8.5000,003cfc0116
aural_exciter,harmonics,9.0000,aaeb140217
aural_exciter,harmonics,9.5000,559b2d0218
aural_exciter,harmonics,10.0000,554d5f021a
aural_exciter,harmonics,10.5000,aa4f78021b
aural_exciter,harmonics,11.0000,005291021c
aural_exciter,harmonics,11.5000,809baa021d
aural_exciter,harmonics,12.0000,aa76dd021f
aural_exciter,harmonics,12.5000,5508f70220
aural_exciter,harmonics,13.0000,009a100321
aural_exciter,harmonics,13.5000,00762a0322
aural_exciter,harmonics,14.0000,aa795e0324
aural_exciter,harmonics,14.5000,55a1780325
aural_exciter,harmonics,15.0000,00c9920326
aural_exciter,harmonics,15.5000,00b3c70328
aural_exciter,harmonics,16.0000,5577e20329
aural_exciter,harmonics,16.5000,aa3bfd032a
aural_exciter,harmonics,17.0000,000018042b
aural_exciter,harmonics,17.5000,cc8e4e042d
aural_exciter,harmonics,18.0000,33d669042e
aural_exciter,harmonics,18.5000,991d85042f
aural_exciter,harmonics,19.0000,0065a00430
aural_exciter,harmonics,19.5000,aa03d80432
aural_exciter,harmonics,20.0000,00d3f30433
aural_exciter,harmonics,20.5000,80f90f0534
aural_exciter,harmonics,21.0000,aaa0480536
aural_exciter,harmonics,21.5000,5521650537
aural_exciter,harmonics,22.0000,00a2810538
aural_exciter,harmonics,22.5000,cc5a9e0539
aural_exciter,harmonics,23.0000,66ccd7053b
aural_exciter,harmonics,23.5000,3385f4053c
aural_exciter,harmonics,24.0000,003e11063d
aural_exciter,harmonics,24.5000,99722f063e
aural_exciter,harmonics,25.0000,ccdb6b0640
aural_exciter,harmonics,25.5000,66108a0641
aural_exciter,harmonics,26.0000,0045a80642
aural_exciter,harmonics,26.5000,0011e50644
aural_exciter,harmonics,27.0000,aadf030745
aural_exciter,harmonics,27.5000,55ae220746
aural_exciter,harmonics,28.0000,007d410747
aural_exciter,harmonics,28.5000,00f27f0749
aural_exciter,harmonics,29.0000,009b9f074a
aural_exciter,harmonics,29.5000,0044bf074b
aural_exciter,harmonics,30.0000,664eff074d
aural_exciter,harmonics,30.5000,ccaf1f084e
aural_exciter,harmonics,31.0000,331140084f
aural_exciter,harmonics,31.5000,9972600850
aural_exciter,harmonics,32.0000,00f5a10852
aural_exciter,harmonics,32.5000,0016c30853
aural_exciter,harmonics,33.0000,0037e40854
aural_exciter,harmonics,33.5000,80d4050955
aural_exciter,harmonics,34.0000,5590490957
aural_exciter,harmonics,34.5000,aaae6b0958
aural_exciter,harmonics,35.0000,00cd8d0959
aural_exciter,harmonics,35.5000,0012d3095b
aural_exciter,harmonics,36.0000,553df6095c
aural_exciter,harmonics,36.5000,aa68190a5d
aural_exciter,harmonics,37.0000,00943c0a5e
aural_exciter,harmonics,37.5000,0003840a60
aural_exciter,harmonics,38.0000,aa4ba80a61
aural_exciter,harmonics,38.5000,5594cc0a62
aural_exciter,harmonics,39.0000,00ddf00a63
aural_exciter,harmonics,39.5000,aad73a0b65
aural_exciter,harmonics,40.0000,00d55f0b66
aural_exciter,harmonics,40.5000,99ce850b67
aural_exciter,harmonics,41.0000,ccc1d10b69
aural_exciter,harmonics,41.5000,66bbf70b6a
aural_exciter,harmonics,42.0000,00b51d0c6b
aural_exciter,harmonics,42.5000,0095440c6c
aural_exciter,harmonics,43.0000,aa01930c6e
aural_exciter,harmonics,43.5000,558eba0c6f
aural_exciter,harmonics,44.0000,001be20c70
aural_exciter,harmonics,44.5000,80590a0d71
aural_exciter,harmonics,45.0000,aa8f5b0d73
aural_exciter,harmonics,45.5000,5587840d74
aural_exciter,harmonics,46.0000,007fad0d75
aural_exciter,harmonics,46.5000,99da010e77
aural_exciter,harmonics,47.0000,66082c0e78
aural_exciter,harmonics,47.5000,3336560e79
aural_exciter,harmonics,48.0000,0064800e7a
aural_exciter,harmonics,48.5000,00fbd60e7c
aural_exciter,harmonics,49.0000,551c030f7d
aural_exciter,harmonics,49.5000,aa3d2f0f7e
aural_exciter,harmonics,50.0000,558c880f80
aural_exciter,harmonics,50.5000,aab9b50f81
aural_exciter,harmonics,51.0000,00e7e20f82
aural_exciter,harmonics,51.5000,00fd101083
aural_exciter,harmonics,52.0000,66816e1085
aural_exciter,harmonics,52.5000,ccef9d1086
aural_exciter,harmonics,53.0000,335ecd1087
aural_exciter,harmonics,53.5000,99ccfc1088
aural_exciter,harmonics,54.0000,55495d118a
aural_exciter,harmonics,54.5000,aa578e118b
aural_exciter,harmonics,55.0000,0066bf118c
aural_exciter,harmonics,55.5000,00a823128e
aural_exciter,harmonics,56.0000,55e956128f
aural_exciter,harmonics,56.5000,aa2a8a1290
aural_exciter,harmonics,57.0000,006cbd1291
aural_exciter,harmonics,57.5000,0048261393
aural_exciter,harmonics,58.0000,aaf15b1394
aural_exciter,harmonics,58.5000,559b911395
aural_exciter,harmonics,59.0000,0045c71396
aural_exciter,harmonics,59.5000,55b4351498
aural_exciter,harmonics,60.0000,00ec6c1499
aural_exciter,harmonics,60.5000,0081a5149a
aural_exciter,harmonics,61.0000,551b18159c
aural_exciter,harmonics,61.5000,aa2052159d
aural_exciter,harmonics,62.0000,00268c159e
aural_exciter,harmonics,62.5000,80adc7159f
aural_exciter,harmonics,63.0000,aa544016a1
aural_exciter,harmonics,63.5000,55747d16a2
aural_exciter,harmonics,64.0000,0094ba16a3
aural_exciter,harmonics,64.5000,0061f916a4
aural_exciter,harmonics,65.0000,00c27817a6
aural_exciter,harmonics,65.5000,0056b917a7
aural_exciter,harmonics,66.0000,00eaf917a8
aural_exciter,harmonics,66.5000,00d17e18aa
aural_exciter,harmonics,67.0000,0043c318ab
aural_exciter,harmonics,67.5000,00b50719ac
aural_exciter,harmonics,68.0000,00274c19ad
aural_exciter,harmonics,68.5000,0043d919af
aural_exciter,harmonics,69.0000,5511221ab0
aural_exciter,harmonics,69.5000,aadf6a1ab1
aural_exciter,harmonics,70.0000,0061ff1ab3
aural_exciter,harmonics,70.5000,00144b1bb4
aural_exciter,harmonics,71.0000,00c7961bb5
aural_exciter,harmonics,71.5000,8010e51bb6
aural_exciter,harmonics,72.0000,aa6b841cb8
aural_exciter,harmonics,72.5000,557dd51cb9
aural_exciter,harmonics,73.0000,008f261dba
aural_exciter,harmonics,73.5000,009a7a1dbb
aural_exciter,harmonics,74.0000,aae7251ebd
aural_exciter,harmonics,74.5000,552a7d1ebe
aural_exciter,harmonics,75.0000,006dd41ebf
aural_exciter,harmonics,75.5000,00db891fc1
aural_exciter,harmonics,76.0000,5554e81fc2
aural_exciter,harmonics,76.5000,aacd4620c3
aural_exciter,harmonics,77.0000,0047a520c4
aural_exciter,harmonics,77.5000,00596a21c6
aural_exciter,harmonics,78.0000,5556d121c7
aural_exciter,harmonics,78.5000,aa533822c8
aural_exciter,harmonics,79.0000,00519f22c9
aural_exciter,harmonics,79.5000,aa117923cb
aural_exciter,harmonics,80.0000,00f2e523cc
aural_exciter,harmonics,80.5000,00405824cd
aural_exciter,harmonics,81.0000,55e64225cf
aural_exciter,harmonics,81.5000,aa3ebb25d0
aural_exciter,harmonics,82.0000,00973326d1
aural_exciter,harmonics,82.5000,0099b226d2
aural_exciter,harmonics,83.0000,551eb827d4
aural_exciter,harmonics,83.5000,aaa13e28d5
aural_exciter,harmonics,84.0000,0025c528d6
aural_exciter,harmonics,84.5000,80085429d7
aural_exciter,harmonics,85.0000,00637b2ad9
aural_exciter,harmonics,85.5000,00da132bda
aural_exciter,harmonics,86.0000,0051ac2bdb
aural_exciter,harmonics,86.5000,00f0f22cdd
aural_exciter,harmonics,87.0000,55e3a22dde
aural_exciter,harmonics,87.5000,aad6522edf
aural_exciter,harmonics,88.0000,00ca022fe0
aural_exciter,harmonics,88.5000,00e27f30e2
aural_exciter,harmonics,89.0000,00e14f31e3
aural_exciter,harmonics,89.5000,00e01f32e4
aural_exciter,harmonics,90.0000,0065d933e6
aural_exciter,harmonics,90.5000,00ebc234e7
aural_exciter,harmonics,91.0000,0071ac35e8
aural_exciter,harmonics,91.5000,005ab036e9
aural_exciter,harmonics,92.0000,55ded938eb
aural_exciter,harmonics,92.5000,aa79ff39ec
aural_exciter,harmonics,93.0000,0015253bed
aural_exciter,harmonics,93.5000,0095753cee
aural_exciter,harmonics,94.0000,6641723ff0
aural_exciter,harmonics,94.5000,cc6d1e41f1
aural_exciter,harmonics,95.0000,339aca42f2
aural_exciter,harmonics,95.5000,00f32246f4
aural_exciter,harmonics,96.0000,55698148f5
aural_exciter,harmonics,96.5000,aadfdf4af6
aural_exciter,harmonics,97.0000,00563e4df7
aural_exciter,harmonics,97.5000,cc32ff55f9
aural_exciter,harmonics,98.0000,33a15f5afa
aural_exciter,harmonics,98.5000,990fc05efb
aural_exciter,harmonics,99.0000,007e2063fc
aural_exciter,harmonics,99.5000,ff296076fe
aural_exciter,harmonics,100.0000,ffffff7fff
aural_exciter,tune,600.0000,0000000b0000002400
aural_exciter,tune,620.0000,b66d1b0b0000002401
aural_exciter,tune,640.0000,6ddb360b0000002402
aural_exciter,tune,660.0000,2449520b0000002403
aural_exciter,tune,680.0000,9224890b0000002405
aural_exciter,tune,700.0000,4992a40b0000002406
aural_exciter,tune,720.0000,0000c00b0000002407
aural_exciter,tune,740.0000,b66ddb0b0000002408
aural_exciter,tune,760.0000,6ddbf60b0000002409
aural_exciter,tune,780.0000,2449120c000000240a
aural_exciter,tune,800.0000,9224490c000000240c
aural_exciter,tune,820.0000,4992640c000000240d
aural_exciter,tune,840.0000,0000800c000000240e
aural_exciter,tune,860.0000,b66d9b0c000000240f
aural_exciter,tune,880.0000,6ddbb60c0000002410
aural_exciter,tune,900.0000,2449d20c0000002411
aural_exciter,tune,920.0000,9224090d0000002413
aural_exciter,tune,940.0000,4892240d0000002414
aural_exciter,tune,960.0000,ffff3f0d0000002415
aural_exciter,tune,980.0000,b66d5b0d0000002416
aural_exciter,tune,1000.0000,6ddb760d0000002417
aural_exciter,tune,1020.0000,2449920d0000002418
aural_exciter,tune,1040.0000,9224c90d000000241a
aural_exciter,tune,1060.0000,0000000e000000241b
aural_exciter,tune,1080.0000,724f230e000000241c
aural_exciter,tune,1100.0000,e59e460e000000241d
aural_exciter,tune,1120.0000,58ee690e000000241e
aural_exciter,tune,1140.0000,cb3d8d0e000000241f
aural_exciter,tune,1160.0000,3d8db00e0000002420
aural_exciter,tune,1180.0000,232cf70e0000002422
aural_exciter,tune,1200.0000,957b1a0f0000002423
aural_exciter,tune,1220.0000,08cb3d0f0000002424
aural_exciter,tune,1240.0000,7a1a610f0000002425
aural_exciter,tune,1260.0000,ed69840f0000002426
aural_exciter,tune,1280.0000,60b9a70f0000002427
aural_exciter,tune,1300.0000,4558ee0f0000002429
aural_exciter,tune,1320.0000,b8a71110000000242a
aural_exciter,tune,1340.0000,2bf73410000000242b
aural_exciter,tune,1360.0000,9e465810000000242c
aural_exciter,tune,1380.0000,11967b10000000242d
aural_exciter,tune,1400.0000,84e59e10000000242e
aural_exciter,tune,1420.0000,6984e5100000002430
aural_exciter,tune,1440.0000,dcd308110000002431
aural_exciter,tune,1460.0000,4f232c110000002432
aural_exciter,tune,1480.0000,c2724f110000002433
aural_exciter,tune,1500.0000,34c272110000002434
aural_exciter,tune,1520.0000,a71196110000002435
aural_exciter,tune,1540.0000,d308cb11c71f0e2436
aural_exciter,tune,1560.0000,2bf73412565f2a2438
aural_exciter,tune,1580.0000,57ee69121d7f382439
aural_exciter,tune,1600.0000,84e59e12e59e46243a
aural_exciter,tune,1620.0000,4658ee1257ee69243b
aural_exciter,tune,1640.0000,08cb3d13ca3d8d243c
aural_exciter,tune,1660.0000,cb3d8d133d8db0243d
aural_exciter,tune,1680.0000,4f232c14232cf7243f
aural_exciter,tune,1700.0000,11967b14957b1a2540
aural_exciter,tune,1720.0000,d308cb1408cb3d2541
aural_exciter,tune,1740.0000,967b1a157b1a612542
aural_exciter,tune,1760.0000,58ee6915ed69842543
aural_exciter,tune,1780.0000,1a61b91560b9a72544
aural_exciter,tune,1800.0000,9e4658164658ee2546
aural_exciter,tune,1820.0000,61b9a716b9a7112647
aural_exciter,tune,1840.0000,232cf7162bf7342648
aural_exciter,tune,1860.0000,e59e46179e46582649
aural_exciter,tune,1880.0000,a711961711967b264a
aural_exciter,tune,1900.0000,6984e51783e59e264b
aural_exciter,tune,1920.0000,ed6984186984e5264d
aural_exciter,tune,1940.0000,afdcd318dcd308274e
aural_exciter,tune,1960.0000,724f23194f232c274f
aural_exciter,tune,1980.0000,34c27219c1724f2750
aural_exciter,tune,2000.0000,f634c21934c2722751
aural_exciter,tune,2020.0000,b9a7111aa711962752
aural_exciter,tune,2040.0000,66eb501a60b9a72753
aural_exciter,tune,2060.0000,c272cf1ad308cb2755
aural_exciter,tune,2080.0000,6fb60e1b8db0dc2756
aural_exciter,tune,2100.0000,1dfa4d1b4658ee2757
aural_exciter,tune,2120.0000,cb3d8d1b0000002858
aural_exciter,tune,2140.0000,3d8db01b0000002859
aural_exciter,tune,2160.0000,b0dcd31b000000285a
aural_exciter,tune,2180.0000,957b1a1c000000285c
aural_exciter,tune,2200.0000,08cb3d1c000000285d
aural_exciter,tune,2220.0000,7b1a611c000000285e
aural_exciter,tune,2240.0000,ed69841c000000285f
aural_exciter,tune,2260.0000,60b9a71c0000002860
aural_exciter,tune,2280.0000,d308cb1c0000002861
aural_exciter,tune,2300.0000,b8a7111d0000002863
aural_exciter,tune,2320.0000,2bf7341d0000002864
aural_exciter,tune,2340.0000,9e46581d0000002865
aural_exciter,tune,2360.0000,11967b1d0000002866
aural_exciter,tune,2380.0000,84e59e1d0000002867
aural_exciter,tune,2400.0000,f734c21d0000002868
aural_exciter,tune,2420.0000,6984e51d0000002869
aural_exciter,tune,2440.0000,4f232c1e000000286b
aural_exciter,tune,2460.0000,b628561e783905286c
aural_exciter,tune,2480.0000,1e2e801ef0720a286d
aural_exciter,tune,2500.0000,8533aa1e68ac0f286e
aural_exciter,tune,2520.0000,ed38d41ee0e514286f
aural_exciter,tune,2540.0000,543efe1e581f1a2870
aural_exciter,tune,2560.0000,2449521f4992242872
aural_exciter,tune,2580.0000,4892a41f9224492873
aural_exciter,tune,2600.0000,6ddbf61fdbb66d2874
aural_exciter,tune,2620.0000,912449202449922875
aural_exciter,tune,2640.0000,b66d9b206ddbb62876
aural_exciter,tune,2660.0000,dab6ed20b66ddb2877
aural_exciter,tune,2680.0000,244992214992242979
aural_exciter,tune,2700.0000,4892e421922449297a
aural_exciter,tune,2720.0000,6ddb3622dbb66d297b
aural_exciter,tune,2740.0000,92248922244992297c
aural_exciter,tune,2760.0000,b66ddb226ddbb6297d
aural_exciter,tune,2780.0000,dbb62d23b66ddb297e
aural_exciter,tune,2800.0000,2449d2234892242a80
aural_exciter,tune,2820.0000,489224249124492a81
aural_exciter,tune,2840.0000,6ddb7624dab66d2a82
aural_exciter,tune,2860.0000,9124c9242349922a83
aural_exciter,tune,2880.0000,b66d1b256ddbb62a84
aural_exciter,tune,2900.0000,dab66d25b66ddb2a85
aural_exciter,tune,2920.0000,ffffbf25ffffff2a86
aural_exciter,tune,2940.0000,dab66d264992542b88
aural_exciter,tune,2960.0000,9124c9264992842b89
aural_exciter,tune,2980.0000,489224274992b42b8a
aural_exciter,tune,3000.0000,ffff7f274992e42b8b
aural_exciter,tune,3020.0000,b66ddb274992142c8c
aural_exciter,tune,3040.0000,6ddb36284992442c8d
aural_exciter,tune,3060.0000,dbb6ed284992a42c8f
aural_exciter,tune,3080.0000,489264296ddbf62c90
aural_exciter,tune,3100.0000,b66ddb299224492d91
aural_exciter,tune,3120.0000,2449522ab66d9b2d92
aural_exciter,tune,3140.0000,9224c92adbb6ed2d93
aural_exciter,tune,3160.0000,ffff3f2bffff3f2e94
aural_exciter,tune,3180.0000,dbb62d2c4892e42e96
aural_exciter,tune,3200.0000,4992a42c6ddb362f97
aural_exciter,tune,3220.0000,b66d1b2d9124892f98
aural_exciter,tune,3240.0000,2449922db66ddb2f99
aural_exciter,tune,3260.0000,9224092edab62d309a
aural_exciter,tune,3280.0000,0000802effff7f309b
aural_exciter,tune,3300.0000,6ddbf62e2349d2309c
aural_exciter,tune,3320.0000,4892e42f6ddb76319e
aural_exciter,tune,3340.0000,b66d5b309224c9319f
aural_exciter,tune,3360.0000,2349d230b66d1b32a0
aural_exciter,tune,3380.0000,91244931dbb66d32a1
aural_exciter,tune,3400.0000,ffffbf31ffffbf32a2
aural_exciter,tune,3420.0000,6ddb363224491233a3
aural_exciter,tune,3440.0000,489224336ddbb633a5
aural_exciter,tune,3460.0000,b66d9b3391240934a6
aural_exciter,tune,3480.0000,24491234b66d5b34a7
aural_exciter,tune,3500.0000,18447e34f96ed834a8
aural_exciter,tune,3520.0000,0d3fea343c705535a9
aural_exciter,tune,3540.0000,023a56357f71d235aa
aural_exciter,tune,3560.0000,724f2336232cf736ac
aural_exciter,tune,3580.0000,ee69843684e59e37ad
aural_exciter,tune,3600.0000,6984e536e59e4638ae
aural_exciter,tune,3620.0000,e59e46374658ee38af
aural_exciter,tune,3640.0000,60b9a737a7119639b0
aural_exciter,tune,3660.0000,dcd3083808cb3d3ab1
aural_exciter,tune,3680.0000,d308cb38cb3d8d3bb3
aural_exciter,tune,3700.0000,4e232c392cf7343cb4
aural_exciter,tune,3720.0000,ca3d8d398db0dc3cb5
aural_exciter,tune,3740.0000,4658ee39ee69843db6
aural_exciter,tune,3760.0000,c1724f3a4f232c3eb7
aural_exciter,tune,3780.0000,3d8db03ab0dcd33eb8
aural_exciter,tune,3800.0000,b9a7113b11967b3fb9
aural_exciter,tune,3820.0000,b0dcd33bd308cb40bb
aural_exciter,tune,3840.0000,2cf7343c34c27241bc
aural_exciter,tune,3860.0000,a711963c957b1a42bd
aural_exciter,tune,3880.0000,232cf73cf634c242be
aural_exciter,tune,3900.0000,9e46583d57ee6943bf
aural_exciter,tune,3920.0000,1a61b93db8a71144c0
aural_exciter,tune,3940.0000,11967b3e7a1a6145c2
aural_exciter,tune,3960.0000,8cb0dc3edbd30846c3
aural_exciter,tune,3980.0000,08cb3d3f3c8db046c4
aural_exciter,tune,4000.0000,84e59e3f9e465847c5
aural_exciter,tune,4020.0000,c6b50b401a081f48c6
aural_exciter,tune,4040.0000,0886784097c9e548c7
aural_exciter,tune,4060.0000,8d265241904c734ac9
aural_exciter,tune,4080.0000,cff6be410c0e3a4bca
aural_exciter,tune,4100.0000,11c72b4289cf004ccb
aural_exciter,tune,4120.0000,549798420591c74ccc
aural_exciter,tune,4140.0000,9667054382528e4dcd
aural_exciter,tune,4160.0000,d8377243fe13554ece
aural_exciter,tune,4180.0000,1a08df437bd51b4fcf
aural_exciter,tune,4200.0000,9fa8b8447458a950d1
aural_exciter,tune,4220.0000,e1782545f0197051d2
aural_exciter,tune,4240.0000,244992456ddb3652d3
aural_exciter,tune,4260.0000,ffffff45ffffff52d4
aural_exciter,tune,4280.0000,dbb66d469124c953d5
aural_exciter,tune,4300.0000,b66ddb4623499254d6
aural_exciter,tune,4320.0000,6ddbb64748922456d8
aural_exciter,tune,4340.0000,48922448dab6ed56d9
aural_exciter,tune,4360.0000,244992486cdbb657da
aural_exciter,tune,4380.0000,ffffff48ffff7f58db
aural_exciter,tune,4400.0000,dbb66d4991244959dc
aural_exciter,tune,4420.0000,b66ddb492349125add
aural_exciter,tune,4440.0000,6ddbb64a4892a45bdf
aural_exciter,tune,4460.0000,4892244bdab66d5ce0
aural_exciter,tune,4480.0000,2449924b6ddb365de1
aural_exciter,tune,4500.0000,235d274c8aec5b5ee2
aural_exciter,tune,4520.0000,2271bc4ca7fd805fe3
aural_exciter,tune,4540.0000,2185514dc50ea660e4
aural_exciter,tune,4560.0000,20ad7b4eff30f062e6
aural_exciter,tune,4580.0000,1fc1104f1d421564e7
aural_exciter,tune,4600.0000,1fd5a54f3a533a65e8
aural_exciter,tune,4620.0000,1ee93a5057645f66e9
aural_exciter,tune,4640.0000,1dfdcf5075758467ea
aural_exciter,tune,4660.0000,1c1165519286a968eb
aural_exciter,tune,4680.0000,1c25fa51af97ce69ec
aural_exciter,tune,4700.0000,1a4d2453eab9186cee
aural_exciter,tune,4720.0000,1a61b95308cb3d6def
aural_exciter,tune,4740.0000,08cbbd5357ee696ef0
aural_exciter,tune,4760.0000,f634c253a611966ff1
aural_exciter,tune,4780.0000,e59ec653f634c270f2
aural_exciter,tune,4800.0000,d308cb534558ee71f3
aural_exciter,tune,4820.0000,b0dcd353e49e4674f5
aural_exciter,tune,4840.0000,9e46d85334c27275f6
aural_exciter,tune,4860.0000,8db0dc5383e59e76f7
aural_exciter,tune,4880.0000,7b1ae153d208cb77f8
aural_exciter,tune,4900.0000,6984e553222cf778f9
aural_exciter,tune,4920.0000,58eee953714f237afa
aural_exciter,tune,4940.0000,34c2f25310967b7cfc
aural_exciter,tune,4960.0000,232cf75360b9a77dfd
aural_exciter,tune,4980.0000,1196fb53afdcd37efe
aural_exciter,tune,5000.0000,00000054ffffff7fff
big_bottom,drive,0.0000,0000100000
big_bottom,drive,0.5000,0000100001
big_bottom,drive,1.0000,00ee2d0003
big_bottom,drive,1.5000,00dc4b0004
big_bottom,drive,2.0000,00ca690005
big_bottom,drive,2.5000,80bd800006
big_bottom,drive,3.0000,00e0ae0008
big_bottom,drive,3.5000,000fc60009
big_bottom,drive,4.0000,003edd000a
big_bottom,drive,4.5000,00aaf4000b
big_bottom,drive,5.0000,00c023010d
big_bottom,drive,5.5000,006a3b010e
big_bottom,drive,6.0000,001453010f
big_bottom,drive,6.5000,006e820111
big_bottom,drive,7.0000,00c09a0112
big_bottom,drive,7.5000,0012b30113
big_bottom,drive,8.0000,0064cb0114
big_bottom,drive,8.5000,003cfc0116
big_bottom,drive,9.0000,aaeb140217
big_bottom,drive,9.5000,559b2d0218
big_bottom,drive,10.0000,554d5f021a
big_bottom,drive,10.5000,aa4f78021b
big_bottom,drive,11.0000,005291021c
big_bottom,drive,11.5000,809baa021d
big_bottom,drive,12.0000,aa76dd021f
big_bottom,drive,12.5000,5508f70220
big_bottom,drive,13.0000,009a100321
big_bottom,drive,13.5000,00762a0322
big_bottom,drive,14.0000,aa795e0324
big_bottom,drive,14.5000,55a1780325
big_bottom,drive,15.0000,00c9920326
big_bottom,drive,15.5000,00b3c70328
big_bottom,drive,16.0000,5577e20329
big_bottom,drive,16.5000,aa3bfd032a
big_bottom,drive,17.0000,000018042b
big_bottom,drive,17.5000,cc8e4e042d
big_bottom,drive,18.0000,33d669042e
big_bottom,drive,18.5000,991d85042f
big_bottom,drive,19.0000,0065a00430
big_bottom,drive,19.5000,aa03d80432
big_bottom,drive,20.0000,00d3f30433
big_bottom,drive,20.5000,80f90f0534
big_bottom,drive,21.0000,aaa0480536
big_bottom,drive,21.5000,5521650537
big_bottom,drive,22.0000,00a2810538
big_bottom,drive,22.5000,cc5a9e0539
big_bottom,drive,23.0000,66ccd7053b
big_bottom,drive,23.5000,3385f4053c
big_bottom,drive,24.0000,003e11063d
big_bottom,drive,24.5000,99722f063e
